,gender,age,income,transaction_frequency,average_transaction_amount,click_rate,completion_rate,cluster,offer_received_A,offer_received_B,offer_received_C,offer_received_D,offer_received_E,offer_received_F,offer_received_G,offer_received_H,offer_received_I,offer_received_J,offer_viewed_A,offer_viewed_B,offer_viewed_C,offer_viewed_D,offer_viewed_E,offer_viewed_F,offer_viewed_G,offer_viewed_H,offer_viewed_I,offer_viewed_J,offer_completed_A,offer_completed_B,offer_completed_C,offer_completed_D,offer_completed_E,offer_completed_F,offer_completed_G,offer_completed_H,offer_completed_I,offer_completed_J
7267,0.0,25,37000.0,11.0,8.241818181818182,0.6666666666666666,0.6666666666666666,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
7268,0.0,48,43000.0,10.0,9.471,0.5,0.75,2,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
7269,1.0,58,72000.0,14.0,18.15714285714285,0.6666666666666666,0.8333333333333334,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,2,1,0,0,0
7270,1.0,44,56000.0,16.0,35.498125,0.6,0.8,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0
7271,1.0,53,66000.0,6.0,16.158333333333335,1.0,0.4,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
7272,1.0,50,103000.0,5.0,32.156,0.5,1.0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
7273,1.0,59,38000.0,13.0,3.006153846153846,0.75,0.0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7274,0.0,65,36000.0,21.0,3.5009523809523806,0.75,0.5,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
7275,0.0,68,77000.0,8.0,20.768749999999997,1.0,0.75,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0
7276,0.0,47,55000.0,9.0,14.389999999999999,1.0,0.8,1,2,0,1,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0
7277,1.0,59,57000.0,11.0,15.336363636363638,0.8333333333333334,1.0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,1,0,0,2,1
7278,1.0,55,58000.0,5.0,18.54,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7279,1.0,73,57000.0,9.0,14.14777777777778,0.6,0.8,0,1,1,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
7280,1.0,41,40000.0,18.0,9.491666666666667,1.0,0.6,0,1,1,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0
7281,0.0,32,38000.0,6.0,1.54,0.6666666666666666,0.0,2,1,1,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7282,0.0,73,55000.0,7.0,17.695714285714285,1.0,0.25,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
7283,1.0,55,87000.0,3.0,25.149999999999995,0.4,0.4,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
7284,0.0,63,57000.0,7.0,7.152857142857143,0.6,0.2,2,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
7285,0.0,66,76000.0,6.0,18.846666666666668,1.0,0.6,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,2,0
7286,0.0,23,39000.0,10.0,2.802,0.3333333333333333,0.3333333333333333,2,0,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
7287,0.0,70,68000.0,6.0,15.280000000000001,1.0,0.6,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
7288,1.0,60,85000.0,8.0,25.254999999999995,0.75,0.75,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
7289,0.0,21,39000.0,19.0,2.3726315789473684,0.8,0.0,2,1,0,3,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7290,1.0,92,63000.0,2.0,18.955,1.0,0.3333333333333333,0,0,0,2,0,1,1,0,0,1,1,0,0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
7291,1.0,81,108000.0,5.0,29.974,0.75,0.25,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7292,0.0,59,108000.0,8.0,32.54375,0.8,0.8,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
7293,1.0,67,87000.0,4.0,22.5325,0.75,0.5,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
7294,1.0,48,52000.0,11.0,13.271818181818183,1.0,0.6666666666666666,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
7295,0.0,28,35000.0,13.0,10.416153846153849,0.75,0.5,2,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
7296,0.0,66,49000.0,4.0,1.9100000000000001,0.6,0.0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7297,1.0,64,98000.0,5.0,27.096000000000004,0.6666666666666666,0.6666666666666666,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7298,0.0,51,63000.0,4.0,13.557500000000001,0.6666666666666666,0.3333333333333333,2,1,0,1,1,0,0,0,2,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
7299,1.0,30,51000.0,7.0,13.31142857142857,1.0,0.75,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
7300,0.0,31,34000.0,7.0,8.578571428571427,0.5,0.75,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1
7301,0.0,35,38000.0,8.0,2.15625,0.75,0.0,2,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7302,1.0,57,116000.0,2.0,27.310000000000002,0.5,0.75,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0
7303,1.0,70,97000.0,12.0,22.9175,1.0,0.8,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
7304,0.0,60,97000.0,4.0,25.275,0.75,0.25,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7305,1.0,78,72000.0,8.0,15.581250000000002,1.0,0.75,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1
7306,1.0,82,109000.0,12.0,26.624166666666667,0.8,1.0,0,0,2,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0
7307,0.0,49,77000.0,1.0,21.59,1.0,0.16666666666666666,1,0,1,0,3,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
7308,1.0,73,39000.0,7.0,4.007142857142857,0.6666666666666666,0.0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
7309,1.0,39,47000.0,16.0,11.675,1.0,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
7310,0.0,30,73000.0,7.0,2.481428571428572,0.75,0.25,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7311,0.0,59,85000.0,2.0,24.26,1.0,0.25,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7312,0.0,72,37000.0,8.0,9.2475,1.0,0.6,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
7313,1.0,46,54000.0,10.0,13.407999999999998,1.0,0.8,0,1,2,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1
7314,0.0,43,53000.0,11.0,14.162727272727274,1.0,0.6666666666666666,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7315,1.0,53,69000.0,8.0,17.122500000000002,1.0,0.6,0,0,1,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2
7316,1.0,49,75000.0,3.0,21.793333333333333,1.0,0.25,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7317,1.0,61,72000.0,10.0,20.09,1.0,0.8333333333333334,0,0,1,0,0,0,3,0,1,0,1,0,1,0,0,0,3,0,1,0,1,0,1,0,0,0,3,0,0,0,1
7318,0.0,22,50000.0,19.0,8.01736842105263,1.0,0.2,1,0,3,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7319,0.0,37,39000.0,3.0,3.8033333333333332,0.5,0.25,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7320,0.0,45,73000.0,10.0,17.685000000000002,1.0,1.0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
7321,0.0,40,42000.0,5.0,4.26,1.0,0.4,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0
7322,1.0,91,95000.0,8.0,23.932499999999997,1.0,0.5,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
7323,0.0,75,42000.0,2.0,2.03,0.6666666666666666,0.0,2,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7324,1.0,54,77000.0,10.0,22.422000000000004,1.0,0.8333333333333334,0,1,2,1,0,0,0,2,0,0,0,1,2,1,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0
7325,0.0,37,57000.0,14.0,3.676428571428571,0.6,0.4,2,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
7326,0.0,32,32000.0,11.0,8.12090909090909,0.2,0.4,2,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7327,0.0,21,35000.0,6.0,1.7216666666666667,0.75,0.0,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7328,0.0,62,58000.0,4.0,16.93,0.8,0.8,2,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
7329,1.0,67,116000.0,2.0,35.32,0.8333333333333334,0.3333333333333333,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
7330,1.0,31,30000.0,2.0,1.065,0.75,0.0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7331,0.0,41,81000.0,4.0,17.0625,1.0,1.0,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1
7332,1.0,65,97000.0,10.0,28.452999999999996,0.8,0.8,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0
7333,0.0,55,76000.0,4.0,20.8525,0.5,0.16666666666666666,2,0,0,0,1,1,2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7334,0.0,56,51000.0,6.0,11.933333333333332,1.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7335,0.0,66,70000.0,12.0,3.0975,1.0,0.3333333333333333,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
7336,0.0,58,61000.0,18.0,2.626666666666667,0.75,0.75,2,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2
7337,0.0,58,59000.0,5.0,6.048,0.25,0.5,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7338,1.0,37,64000.0,10.0,15.807999999999998,0.75,0.5,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7339,0.0,64,77000.0,10.0,21.428,0.6666666666666666,0.8333333333333334,2,0,2,1,1,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0
7340,0.0,34,60000.0,17.0,15.081764705882355,0.6666666666666666,0.5,2,1,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
7341,1.0,49,115000.0,4.0,23.6075,0.5,0.6666666666666666,0,0,1,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0
7342,0.0,71,84000.0,6.0,27.061666666666667,0.3333333333333333,0.6666666666666666,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7343,0.0,58,43000.0,5.0,1.988,0.5,0.25,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7344,0.0,91,52000.0,0.0,0.0,1.0,0.0,1,0,4,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7345,0.0,56,70000.0,4.0,16.7125,0.75,0.5,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7346,0.0,54,92000.0,5.0,28.348000000000003,0.2,0.4,2,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7347,0.0,65,71000.0,10.0,19.081,0.5,0.5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7348,1.0,45,98000.0,13.0,25.13692307692308,1.0,0.8,0,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1
7349,1.0,49,63000.0,8.0,18.80625,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7350,0.0,54,40000.0,20.0,6.233499999999999,1.0,0.75,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
7351,0.0,92,53000.0,5.0,1.8259999999999998,0.4,0.0,2,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7352,0.0,61,43000.0,0.0,0.0,0.3333333333333333,0.0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7353,0.0,55,98000.0,11.0,26.15,0.8333333333333334,0.8333333333333334,0,0,0,1,0,0,1,2,0,1,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,2,0,1,1
7354,1.0,58,77000.0,11.0,22.207272727272727,0.5,0.6666666666666666,0,2,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
7355,1.0,61,76000.0,4.0,21.0675,0.6,0.2,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7356,1.0,22,40000.0,6.0,5.098333333333334,0.6666666666666666,0.16666666666666666,0,0,0,2,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
7357,0.0,54,38000.0,10.0,4.022,0.25,0.25,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7358,1.0,83,31000.0,5.0,7.988000000000001,1.0,0.4,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
7359,0.0,19,74000.0,3.0,2.8800000000000003,0.75,0.0,2,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7360,0.0,45,71000.0,14.0,19.08142857142857,1.0,1.0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2
7361,0.0,69,61000.0,11.0,3.510909090909091,0.4,0.4,2,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7362,0.0,55,96000.0,10.0,24.425,1.0,1.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1
7363,0.0,59,90000.0,11.0,22.133636363636363,1.0,0.8333333333333334,1,0,1,1,2,1,0,0,0,0,1,0,1,1,2,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1
7364,1.0,61,45000.0,12.0,3.535833333333333,0.4,0.2,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7365,0.0,68,49000.0,15.0,9.23333333333333,0.5,0.25,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7366,0.0,54,64000.0,17.0,15.228235294117647,0.6666666666666666,0.5,2,1,1,3,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
7367,0.0,36,40000.0,6.0,2.9600000000000004,0.3333333333333333,0.3333333333333333,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7368,1.0,28,41000.0,13.0,10.74076923076923,1.0,1.0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0
7369,0.0,42,44000.0,9.0,15.404444444444444,0.75,0.75,2,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0
7370,1.0,69,105000.0,6.0,25.790000000000003,0.75,0.5,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7371,1.0,47,97000.0,8.0,139.0825,1.0,0.8,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,2,1
7372,0.0,62,56000.0,3.0,3.796666666666667,0.6,0.0,2,2,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7373,0.0,59,67000.0,6.0,3.2216666666666662,0.4,0.2,2,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
7374,1.0,30,40000.0,5.0,1.3559999999999999,0.8,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7375,1.0,38,59000.0,1.0,19.28,1.0,0.4,0,3,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
7376,0.0,70,74000.0,5.0,16.612000000000002,0.3333333333333333,0.5,2,1,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
7377,0.0,55,88000.0,6.0,26.075,0.4,0.4,2,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
7378,0.0,68,73000.0,9.0,20.586666666666662,0.8,1.0,1,1,2,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1
7379,1.0,26,52000.0,12.0,4.155833333333333,0.5,0.5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
7380,1.0,50,63000.0,3.0,17.416666666666668,1.0,0.4,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
7381,0.0,59,71000.0,3.0,231.26666666666665,0.5,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7382,1.0,43,66000.0,13.0,17.82,1.0,0.75,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7383,1.0,64,51000.0,0.0,0.0,0.6,0.0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7384,0.0,44,59000.0,7.0,14.115714285714287,1.0,0.6666666666666666,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7385,0.0,32,41000.0,6.0,2.015,0.75,0.0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7386,1.0,49,60000.0,9.0,12.277777777777779,1.0,0.6666666666666666,0,1,0,1,1,2,0,0,1,0,0,1,0,1,1,2,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0
7387,1.0,64,80000.0,2.0,16.119999999999997,0.5,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7388,1.0,68,92000.0,11.0,26.544545454545457,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
7389,0.0,48,56000.0,20.0,2.4485000000000006,0.3333333333333333,0.16666666666666666,2,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7390,1.0,23,41000.0,9.0,11.975555555555555,0.6666666666666666,0.3333333333333333,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7391,1.0,64,56000.0,5.0,16.82,1.0,0.8,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
7392,0.0,29,43000.0,5.0,3.654000000000001,0.6,0.0,2,0,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7393,0.0,25,58000.0,5.0,1.8359999999999999,0.5,0.0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7394,1.0,73,72000.0,14.0,18.987142857142857,0.6,0.6,0,1,0,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7395,0.0,47,54000.0,3.0,3.8733333333333335,0.0,0.0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7396,0.0,82,32000.0,16.0,1.815625,0.8333333333333334,0.3333333333333333,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0
7397,1.0,66,75000.0,10.0,16.323999999999998,0.6666666666666666,0.8333333333333334,0,1,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,1,0,1,0
7398,0.0,31,31000.0,5.0,2.634,0.6666666666666666,0.0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7399,0.0,49,109000.0,3.0,24.106666666666666,0.75,0.25,2,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7400,1.0,50,72000.0,3.0,21.213333333333335,1.0,0.6666666666666666,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7401,1.0,73,63000.0,16.0,16.690625,1.0,1.0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,1,2,0,0,1,0
7402,0.0,54,34000.0,0.0,0.0,0.5,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7403,1.0,43,69000.0,16.0,3.8493749999999998,0.6,0.6,0,0,3,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
7404,1.0,73,91000.0,11.0,20.96090909090909,0.75,0.5,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7405,0.0,63,111000.0,6.0,22.53333333333333,0.75,0.75,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
7406,0.0,35,47000.0,11.0,12.82727272727273,0.5,1.0,2,1,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,2
7407,0.0,51,45000.0,8.0,3.0712499999999996,0.8,0.2,2,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
