,gender,age,income,transaction_frequency,average_transaction_amount,click_rate,completion_rate,offer_received_A,offer_received_B,offer_received_C,offer_received_D,offer_received_E,offer_received_F,offer_received_G,offer_received_H,offer_received_I,offer_received_J,offer_viewed_A,offer_viewed_B,offer_viewed_C,offer_viewed_D,offer_viewed_E,offer_viewed_F,offer_viewed_G,offer_viewed_H,offer_viewed_I,offer_viewed_J,cluster_0,cluster_1,cluster_2
12168,0.0,0.0963855421686747,0.0,0.1388888888888889,0.02250869382240238,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8842,0.0,0.6385542168674699,0.48888888888888893,0.19444444444444442,0.032294504618247066,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
11648,0.0,0.048192771084337366,0.0222222222222222,0.5277777777777778,0.006950394792216771,1.0,0.8,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.2,0.2,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.2,0.2,0.0,0.0,1.0,0.0
983,1.0,0.6265060240963856,0.4111111111111111,0.19444444444444442,0.03783197111657474,0.75,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0
14335,1.0,0.4457831325301205,0.9777777777777777,0.16666666666666666,0.06451886799418198,1.0,0.75,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,1.0,0.0,0.0
5480,1.0,0.5060240963855421,0.6333333333333333,0.25,0.0433251378829158,1.0,0.8333333333333334,0.0,0.5,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.0
14092,0.0,0.13253012048192772,0.3555555555555555,0.25,0.030886757579561094,0.75,0.75,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.2,0.0,0.0,0.0,1.0
4797,1.0,0.18072289156626506,0.18888888888888888,0.4722222222222222,0.025679512286009495,0.75,0.75,0.0,0.0,0.25,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
9381,0.0,0.32530120481927716,0.28888888888888886,0.19444444444444442,0.006366504339791601,0.6,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0
3662,0.0,0.4698795180722891,0.7555555555555556,0.1388888888888889,0.04537621547389639,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.2,0.0,0.0,0.0,1.0,0.0
13447,1.0,0.6024096385542169,0.6111111111111112,0.19444444444444442,0.040803217426248865,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.2,0.0,1.0,0.0,0.0
6947,1.0,0.5542168674698795,0.8666666666666666,0.16666666666666666,0.05145413870246086,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4657,0.0,0.2530120481927711,0.09999999999999998,0.16666666666666666,0.006261028787442505,0.6,0.2,0.0,0.25,0.25,0.0,0.2,0.0,0.0,0.2,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,1.0
6414,0.0,0.5060240963855421,0.24444444444444446,0.41666666666666663,0.009914280018605889,1.0,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.6000000000000001,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.0
3150,0.0,0.4457831325301205,0.3555555555555555,0.16666666666666666,0.0058881727098884385,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0
12126,1.0,0.3012048192771084,0.09999999999999998,0.41666666666666663,0.023226349480585648,0.6,0.6,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9935,0.0,0.08433734939759038,0.3666666666666667,0.41666666666666663,0.033837611949114374,1.0,0.75,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,1.0,0.0
4813,1.0,0.14457831325301204,0.18888888888888888,0.16666666666666666,0.006124437947150421,0.3333333333333333,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
5969,0.0,0.5060240963855421,0.0222222222222222,0.41666666666666663,0.01745557106046175,1.0,1.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
2939,0.0,0.6867469879518072,0.5444444444444444,0.05555555555555555,0.03367887124282898,1.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0
1340,0.0,0.27710843373493976,0.38888888888888884,0.1111111111111111,0.04969322435599266,1.0,0.6,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1.0,0.0
1391,0.0,0.6024096385542169,0.30000000000000004,0.4444444444444444,0.006337630407336037,0.75,0.75,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.0,0.0,1.0
9421,0.0,0.5421686746987951,0.21111111111111114,0.5555555555555556,0.007460074866547057,0.6,0.6,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.25,0.0,1.0,0.0
12583,0.0,0.28915662650602414,0.4222222222222223,0.08333333333333333,0.007036274097208379,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0
11646,1.0,0.45783132530120485,0.8555555555555555,0.08333333333333333,0.05180853655835383,0.8333333333333334,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.25,1.0,0.0,0.0
10732,1.0,0.7590361445783133,0.2222222222222222,0.3333333333333333,0.0077173824765026855,0.6666666666666666,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,1.0,0.0,0.0
8794,1.0,0.07228915662650606,0.08888888888888885,0.25,0.017835564317058104,0.4,0.6,0.0,0.25,0.5,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6146,0.0,0.5662650602409639,0.5555555555555556,0.5277777777777778,0.045466680189742745,1.0,0.8,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.2,0.0,0.0,1.0,0.0
1412,1.0,0.13253012048192772,0.07777777777777778,0.38888888888888884,0.019615288470361897,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.2,0.0,1.0,0.0,0.0
2256,0.0,0.0963855421686747,0.3666666666666667,0.05555555555555555,0.012857997209116886,0.2,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
10803,1.0,0.8313253012048194,0.3555555555555555,0.1111111111111111,0.02394954260526724,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1.0,0.0,0.0
14579,0.0,0.5783132530120482,0.18888888888888888,0.38888888888888884,0.009176373054371594,0.6666666666666666,0.3333333333333333,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
6120,1.0,0.02409638554216867,0.4555555555555556,0.5,0.012768167197032903,0.6,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.25,1.0,0.0,0.0
2212,0.0,0.3493975903614458,0.3555555555555555,0.08333333333333333,0.007309455777792546,0.6666666666666666,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.4,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.0,1.0
5603,1.0,0.674698795180723,0.7777777777777778,0.1111111111111111,0.06365871486477508,1.0,0.4,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.2,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.2,0.0,0.25,1.0,0.0,0.0
6004,1.0,0.4337349397590361,0.4,0.4444444444444444,0.03787627084856137,0.8333333333333334,0.5,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0
5417,0.0,0.674698795180723,0.033333333333333326,0.4444444444444444,0.04511097082862649,0.8333333333333334,0.8333333333333334,0.0,0.0,0.25,0.25,0.0,0.25,0.5,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.2,0.0,0.0,0.0,1.0
4938,1.0,0.5542168674698795,0.4666666666666667,0.16666666666666666,0.053299960868570084,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
3624,0.0,0.45783132530120485,0.34444444444444444,0.3333333333333333,0.03048375307329391,1.0,0.8,0.25,0.25,0.25,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
3158,0.0,0.22891566265060245,0.4111111111111111,0.3333333333333333,0.00868643911371003,0.5,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4267,1.0,0.7710843373493976,0.38888888888888884,0.1388888888888889,0.00834606950627949,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.0,0.0,1.0,0.0,0.0
463,1.0,0.0963855421686747,0.24444444444444446,0.3611111111111111,0.026049946243979074,0.6666666666666666,0.3333333333333333,0.0,0.0,0.75,0.25,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
1754,0.0,0.45783132530120485,0.6555555555555556,0.25,0.05154519926265557,0.8,1.0,0.0,0.25,0.0,0.0,0.2,0.0,0.5,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,1.0,0.0,0.0
8983,0.0,0.5542168674698795,0.19999999999999996,0.1388888888888889,0.005621635989102266,0.4,0.0,0.0,0.25,0.25,0.25,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
12752,1.0,0.4457831325301205,0.4111111111111111,0.1388888888888889,0.040454515250182746,0.6666666666666666,0.6666666666666666,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
6380,0.0,0.45783132530120485,0.33333333333333337,0.08333333333333333,0.006017380261516086,0.3333333333333333,0.0,0.0,0.0,0.25,0.25,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0
3829,0.0,0.674698795180723,0.43333333333333335,0.19444444444444442,0.008464413076015177,0.6,0.2,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0
378,0.0,0.5301204819277109,0.4444444444444444,0.19444444444444442,0.03344629764989922,1.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.25,0.0,1.0,0.0
10802,1.0,0.5783132530120482,0.7222222222222222,0.3611111111111111,0.05631688620591538,0.8,0.6,0.25,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1335,0.0,0.5542168674698795,0.6666666666666666,0.2222222222222222,0.06080691961813632,0.8,0.8,0.25,0.0,0.0,0.25,0.2,0.25,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1.0,0.0
14164,1.0,0.3975903614457831,0.34444444444444444,0.3611111111111111,0.031439179023736136,0.6,0.6,0.0,0.0,0.25,0.0,0.4,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.2,0.0,1.0,0.0,0.0
2716,0.0,0.08433734939759038,0.47777777777777775,0.16666666666666666,0.007353755509779168,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1.0,0.0
9360,1.0,0.5301204819277109,0.7666666666666667,0.1111111111111111,0.06554145347420649,0.8,0.4,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
10018,0.0,0.10843373493975902,0.4666666666666667,0.2222222222222222,0.006860920991428002,0.75,0.0,0.25,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13193,1.0,0.4819277108433735,0.1333333333333333,0.2777777777777778,0.02153631470529604,0.6666666666666666,0.8333333333333334,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.5,1.0,0.0,0.0
9451,0.0,0.6144578313253012,0.04444444444444445,0.2222222222222222,0.007461736106496557,0.5,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6322,0.0,0.07228915662650606,0.2222222222222222,0.08333333333333333,0.0058254147562407255,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0
8985,0.0,0.3493975903614458,0.43333333333333335,0.05555555555555555,0.03970363479300951,0.6666666666666666,0.16666666666666666,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.5,0.0,0.0,1.0
9548,0.0,0.2530120481927711,0.23333333333333328,0.38888888888888884,0.004831835053112215,0.5,0.16666666666666666,0.25,0.0,0.5,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0
1894,0.0,0.32530120481927716,0.6666666666666666,0.1111111111111111,0.053824174363745106,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.25,0.0,1.0,0.0
4661,1.0,0.18072289156626506,0.1777777777777778,0.16666666666666666,0.0040202006777859,0.4,0.2,0.25,0.0,0.0,0.25,0.2,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
12601,0.0,0.012048192771084348,0.3666666666666667,0.19444444444444442,0.005458359834065862,0.6,0.2,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,1.0
7769,1.0,0.5180722891566265,0.07777777777777778,0.1111111111111111,0.010814672071233971,0.6666666666666666,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
7090,1.0,0.6265060240963856,0.055555555555555525,0.16666666666666666,0.007726611587333231,0.8,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.4,0.0,1.0,0.0,0.0
6221,1.0,0.5180722891566265,0.34444444444444444,0.05555555555555555,0.03751079805967174,1.0,0.75,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0
9840,1.0,0.3493975903614458,0.033333333333333326,0.41666666666666663,0.01638647086185129,1.0,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
9770,0.0,0.5542168674698795,0.033333333333333326,0.1388888888888889,0.0027244335171772213,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
7037,0.0,0.5783132530120482,0.8333333333333334,0.3055555555555555,0.06028186711288581,0.6,0.8,0.0,0.0,0.25,0.0,0.6000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
8395,0.0,0.5301204819277109,0.47777777777777775,0.2222222222222222,0.0432642257514342,0.8,0.8,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2,0.4,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.0,1.0
12355,0.0,0.012048192771084348,0.0222222222222222,0.19444444444444442,0.00413253214103769,0.6,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0
8483,1.0,0.3614457831325302,0.2777777777777778,0.3333333333333333,0.00957243375344246,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0
13001,0.0,0.32530120481927716,0.688888888888889,0.1388888888888889,0.05436463109398189,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0
11942,0.0,0.10843373493975902,0.16666666666666663,0.1388888888888889,0.003712317540478881,0.6666666666666666,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0
10870,1.0,0.6265060240963856,0.18888888888888888,0.5,0.026166375026764423,0.6,0.8,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.2,0.0,1.0,0.0,0.0
3992,0.0,0.7590361445783133,0.43333333333333335,0.1388888888888889,0.04325868828493588,0.6,0.8,0.0,0.25,0.0,0.25,0.2,0.25,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0
6691,0.0,0.4337349397590361,0.43333333333333335,0.16666666666666666,0.04216965320693143,0.8333333333333334,0.5,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.4,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.2,0.0,0.25,0.0,0.0,1.0
1030,1.0,0.5421686746987951,0.23333333333333328,0.1111111111111111,0.005614991029304274,0.8,0.2,0.0,0.25,0.0,0.25,0.2,0.25,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.2,0.0,1.0,0.0,0.0
2220,0.0,0.02409638554216867,0.0222222222222222,0.16666666666666666,0.00413833329641689,0.8,0.0,0.25,0.25,0.0,0.0,0.2,0.25,0.0,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,1.0
12659,1.0,0.37349397590361444,0.4666666666666667,0.4722222222222222,0.04194663445815565,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0
13444,0.0,0.1204819277108434,0.06666666666666665,0.19444444444444442,0.007603732568846529,0.5,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3793,0.0,0.5180722891566265,0.8444444444444444,0.1111111111111111,0.05896848074069153,0.5,0.75,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11588,0.0,0.5542168674698795,0.5111111111111111,0.25,0.04799383741506143,0.6666666666666666,1.0,0.0,0.25,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,1.0
10218,0.0,0.20481927710843376,0.4666666666666667,0.3055555555555555,0.032286450121522224,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
4327,0.0,0.5301204819277109,0.1777777777777778,0.08333333333333333,0.004895120384521674,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0
12487,1.0,0.32530120481927716,0.28888888888888886,0.08333333333333333,0.03950797764340192,1.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.2,0.0,0.0,1.0,0.0,0.0
8302,1.0,0.4457831325301205,0.5777777777777778,0.08333333333333333,0.052037418506951365,1.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.0,1.0,0.0,0.0
13865,0.0,0.02409638554216867,0.30000000000000004,0.2777777777777778,0.031698673223027,1.0,0.8,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1.0,0.0
12844,1.0,0.5060240963855421,0.8777777777777779,0.19444444444444442,0.0516598160295416,0.8,0.6,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.4,0.0,1.0,0.0,0.0
5731,0.0,0.3614457831325302,0.4,0.027777777777777776,0.03165215850444105,1.0,0.4,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0
2917,0.0,0.42168674698795183,0.24444444444444446,0.08333333333333333,0.0057663484469252305,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0
5586,1.0,0.6867469879518072,0.4,0.25,0.038154374721588495,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0
11709,1.0,0.24096385542168677,0.21111111111111114,0.19444444444444442,0.023785791810245264,1.0,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0
6326,1.0,0.27710843373493976,0.5555555555555556,0.05555555555555555,0.052605931734113015,1.0,0.3333333333333333,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.2,0.2,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.2,0.2,0.0,1.0,0.0,0.0
1515,0.0,0.8554216867469879,0.06666666666666665,0.611111111111111,0.0048568615250786824,0.8,0.8,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.0
13816,1.0,0.7349397590361446,0.8555555555555555,0.1388888888888889,0.06381376392672826,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
